episodeId,seed,scenarioId,mode,startTime,endTime,duration,terminationReason,success,timeToCapture,totalReward,epsilonUsed,action0_count,action1_count,action2_count,action3_count,action4_count,action5_count,action6_count,action7_count,action0_time,action1_time,action2_time,action3_time,action4_time,action5_time,action6_time,action7_time,uniqueStatesVisited,firstContactTime,tdErrorMean,useLearning,useHeat
1,-529993827,default,TRAIN,0,911.8659,911.8659,QUEST_COMPLETE,0,-1,0,0.3,12,0,0,16,42,2,3,0,443.9064,0,0,162.2456,239.6201,25.59572,30.61047,0,0,-1,0.306297,1,1
2,-529993827,default,TRAIN,912.9033,1226.356,313.4531,CAPTURE,0,-1,0,0.2985,4,0,0,5,12,0,1,0,103.0975,0,0,65.54504,83.59027,0,15.25903,0,0,-1,0.2358762,1,1
3,-529993827,default,TRAIN,1227.601,1558.332,330.731,CAPTURE,0,-1,0,0.2970075,3,0,0,3,21,0,0,0,132.1013,0,0,43.3894,116.2021,0,0,0,0,-1,0.7156389,1,1
4,-529993827,default,TRAIN,1559.493,1608.528,49.03467,CAPTURE,0,-1,0,0.2955225,0,1,0,0,3,0,0,0,0,15.19812,0,0,22.00781,0,0,0,0,-1,1.163015,1,1
5,-529993827,default,TRAIN,1609.823,1717.107,107.2834,CAPTURE,0,-1,0,0.2940449,1,0,0,7,7,0,0,0,45.17505,0,0,52.8999,2.069702,0,0,0,0,-1,1.090585,1,1
6,-529993827,default,TRAIN,1718.426,2004.351,285.9249,CAPTURE,0,-1,0,0.2925746,2,0,0,13,10,0,0,0,29.5957,0,0,135.7346,93.72644,0,0,0,0,-1,0.482271,1,1
7,-529993827,default,TRAIN,2005.406,2409.162,403.7565,CAPTURE,0,-1,0,0.2911118,5,0,0,9,26,1,3,0,202.5815,0,0,31.11865,97.46777,14.74658,24.46045,0,0,-1,0.541345,1,1
8,-529993827,default,TRAIN,2410.191,2864.634,454.4426,CAPTURE,0,-1,0,0.2896562,7,0,0,10,24,0,0,0,256.5068,0,0,120.7,50.01294,0,0,0,0,-1,0.4252702,1,1
9,-529993827,default,TRAIN,2865.726,3296.838,431.1123,CAPTURE,0,-1,0,0.2882079,2,0,0,17,11,0,0,0,90.27441,0,0,225.4995,98.29834,0,0,0,0,-1,0.5344456,1,1
10,-529993827,default,TRAIN,3297.972,3829.361,531.3889,QUEST_COMPLETE,0,-1,0,0.2867669,2,0,0,11,40,0,11,0,90.12988,0,0,102.5479,234.1497,0,84.27881,0,0,-1,0.3625857,1,1
11,-529993827,default,TRAIN,3830.372,4218.859,388.4878,CAPTURE,0,-1,0,0.2853331,5,0,0,4,11,1,1,0,201.8848,0,0,65.80273,79.57251,15.08838,13.16016,0,0,-1,0.964878,1,1
12,-529993827,default,TRAIN,4220.051,4259.597,39.5459,CAPTURE,0,-1,0,0.2839064,1,0,0,0,4,0,0,0,0,0,0,0,9.740723,0,0,0,0,-1,0.7134129,1,1
13,-529993827,default,TRAIN,4260.61,4970.961,710.3511,QUEST_COMPLETE,0,-1,0,0.2824869,7,0,0,22,26,0,2,0,286.561,0,0,218.3726,134.7842,0,29.40723,0,0,-1,0.4191169,1,1
14,-529993827,default,TRAIN,4972.103,5462.75,490.6475,QUEST_COMPLETE,0,-1,0,0.2810745,4,0,0,12,17,1,1,0,103.1567,0,0,156.4482,172.3452,15.07568,12.62451,0,0,-1,0.3017536,1,1
15,-529993827,default,TRAIN,5463.874,5939.313,475.439,CAPTURE,0,-1,0,0.2796691,3,0,0,25,10,0,0,0,129.686,0,0,269.2275,32.51367,0,0,0,0,-1,0.7578487,1,1
16,-529993827,default,TRAIN,5940.557,5997.412,56.85498,CAPTURE,0,-1,0,0.2782708,0,1,0,3,6,1,0,0,0,8.038086,0,43.00732,1.663574,0,0,0,0,-1,1.138126,1,1
17,-529993827,default,TRAIN,5998.53,6088.108,89.57813,CAPTURE,0,-1,0,0.2768794,0,0,0,3,3,0,0,0,0,0,0,48.4541,21.68115,0,0,0,0,-1,1.147422,1,1
18,-529993827,default,TRAIN,6089.228,6362.806,273.5781,CAPTURE,0,-1,0,0.275495,3,1,0,9,8,1,1,0,90.51318,15.16748,0,109.354,27.84863,9.683594,2.703613,0,0,-1,0.4021193,1,1
19,-529993827,default,TRAIN,6364.064,6436.565,72.50146,CAPTURE,0,-1,0,0.2741175,0,0,0,4,0,0,0,0,0,0,0,40.4707,0,0,0,0,0,-1,2.025718,1,1
20,-529993827,default,TRAIN,6437.687,6444.685,6.998047,CAPTURE,0,-1,0,0.272747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4.798274,1,1
21,-529993827,default,TRAIN,6445.875,6838.585,392.7109,QUEST_COMPLETE,0,-1,0,0.2713832,3,0,0,12,9,0,1,0,119.3247,0,0,121.4067,91.5752,0,15.0542,0,0,-1,0.6276315,1,1
22,-529993827,default,TRAIN,6839.627,6898.5,58.87207,CAPTURE,0,-1,0,0.2700263,1,0,0,8,1,0,0,0,0,0,0,11.5415,0.3046875,0,0,0,0,-1,0.3401961,1,1
23,-529993827,default,TRAIN,6899.684,7383.628,483.9438,QUEST_COMPLETE,0,-1,0,0.2686762,5,0,0,12,16,2,1,0,120.4131,0,0,143.6436,139.9814,28.06104,15.01953,0,0,-1,0.5310275,1,1
24,-529993827,default,TRAIN,7384.642,7777.511,392.8691,CAPTURE,0,-1,0,0.2673328,7,0,0,11,2,0,2,0,210.8228,0,0,132.5898,15.43799,0,25.05811,0,0,-1,0.3267232,1,1
25,-529993827,default,TRAIN,7778.549,8462.397,683.8486,QUEST_COMPLETE,0,-1,0,0.2659961,9,0,0,18,8,0,3,0,318.0371,0,0,204.9399,80.41846,0,22.32227,0,0,-1,0.3495427,1,1
26,-529993827,default,TRAIN,8463.404,8506.243,42.83887,CAPTURE,0,-1,0,0.2646661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2760149,1,1
27,-529993827,default,TRAIN,8507.323,8576.776,69.45313,CAPTURE,0,-1,0,0.2633428,1,0,0,2,2,0,0,0,4.694336,0,0,21.16113,4.983398,0,0,0,0,-1,1.895983,1,1
28,-529993827,default,TRAIN,8577.835,8783.34,205.5049,CAPTURE,0,-1,0,0.2620261,4,0,0,2,6,0,0,0,176.2686,0,0,4.125977,20.61523,0,0,0,0,-1,1.341594,1,1
29,-529993827,default,TRAIN,8784.439,8958.094,173.6543,CAPTURE,0,-1,0,0.2607159,1,0,0,4,9,0,5,0,9.292969,0,0,18.13965,108.4092,0,15.6875,0,0,-1,1.034607,1,1
30,-529993827,default,TRAIN,8959.157,9214.67,255.5127,CAPTURE,0,-1,0,0.2594123,2,0,0,18,3,0,0,0,84.12109,0,0,148.9971,10.75391,0,0,0,0,-1,0.8708977,1,1
31,-529993827,default,TRAIN,9216.054,9409.189,193.1357,CAPTURE,0,-1,0,0.2581153,3,0,0,9,3,3,2,0,84.86914,0,0,28.71777,0.8847656,27.4668,24.54297,0,0,-1,0.3136706,1,1
32,-529993827,default,TRAIN,9410.234,10476,1065.763,QUEST_COMPLETE,0,-1,0,0.2568247,11,0,0,30,33,6,4,0,407.8164,0,0,401.4102,121.29,68.26367,47.97266,0,0,-1,0.3186312,1,1
33,-529993827,default,TRAIN,10477.14,10758.67,281.5332,CAPTURE,0,-1,0,0.2555406,3,0,0,2,12,0,0,0,113.1875,0,0,24.00488,114.6533,0,0,0,0,-1,0.9519191,1,1
34,-529993827,default,TRAIN,10759.69,10840.3,80.60449,CAPTURE,0,-1,0,0.2542629,1,0,0,2,0,0,0,0,0,0,0,40.12207,0,0,0,0,0,-1,0.97629,1,1
35,-529993827,default,TRAIN,10841.52,11511.52,670,QUEST_COMPLETE,0,-1,0,0.2529916,7,0,0,14,11,0,1,0,248.417,0,0,223.5674,111.4834,0,15.06543,0,0,-1,0.289584,1,1
36,-529993827,default,TRAIN,11512.57,11926.52,413.9512,CAPTURE,0,-1,0,0.2517266,1,0,0,17,9,0,0,0,45.83105,0,0,242.6953,104.1572,0,0,0,0,-1,0.6564021,1,1
37,-529993827,default,TRAIN,11927.55,11976.55,49.00391,CAPTURE,0,-1,0,0.250468,0,0,0,0,2,0,0,0,0,0,0,0,3.025391,0,0,0,0,-1,3.804163,1,1
38,-529993827,default,TRAIN,11977.74,12427.89,450.1494,QUEST_COMPLETE,0,-1,0,0.2492156,2,0,0,18,25,0,7,0,45.21094,0,0,177.5537,168.0723,0,39.00586,0,0,-1,0.5390699,1,1
39,-529993827,default,TRAIN,12429.06,12919.14,490.0801,QUEST_COMPLETE,0,-1,0,0.2479695,6,0,0,18,10,2,2,0,209.4023,0,0,152.3604,44.12988,24.58594,18.53223,0,0,-1,0.435029,1,1
40,-529993827,default,TRAIN,12920.26,13011.7,91.44434,CAPTURE,0,-1,0,0.2467297,2,0,0,8,1,0,0,0,39.12695,0,0,11.38086,0.2851563,0,0,0,0,-1,0.1898423,1,1
41,-529993827,default,TRAIN,13012.86,13178.2,165.3398,CAPTURE,0,-1,0,0.245496,2,0,0,6,0,0,0,0,89.20508,0,0,55.37305,0,0,0,0,0,-1,1.273798,1,1
42,-529993827,default,TRAIN,13179.38,13701.12,521.7402,QUEST_COMPLETE,0,-1,0,0.2442686,2,0,0,14,22,0,9,0,29.15918,0,0,186.708,203.8379,0,61.63574,0,0,-1,0.3071602,1,1
43,-529993827,default,TRAIN,13702.18,13920.96,218.7881,QUEST_COMPLETE,0,-1,0,0.2430472,1,1,0,6,5,0,6,0,29.21582,5.000977,0,71.37109,47.75293,0,44.72363,0,0,-1,0.6118349,1,1
44,-529993827,default,TRAIN,13922.1,14145.97,223.8721,CAPTURE,0,-1,0,0.241832,0,0,0,8,6,0,0,0,0,0,0,130.5127,61.58203,0,0,0,0,-1,0.9677082,1,1
45,-529993827,default,TRAIN,14147.04,14505.33,358.2881,QUEST_COMPLETE,0,-1,0,0.2406228,4,0,0,2,7,4,11,0,169.0469,0,0,18.55176,56.13965,52.91016,60.68555,0,0,-1,0.6715691,1,1
46,-529993827,default,TRAIN,14506.43,14829.69,323.2598,QUEST_COMPLETE,0,-1,0,0.2394197,3,0,0,4,9,0,9,0,90.13184,0,0,41.8252,88.6123,0,47.53418,0,0,-1,0.2873287,1,1
47,-529993827,default,TRAIN,14830.79,15412.37,581.585,CAPTURE,0,-1,0,0.2382226,2,0,0,24,23,0,11,0,90.12598,0,0,304.9414,109.543,0,69.8457,0,0,-1,0.4111426,1,1
48,-529993827,default,TRAIN,15413.47,15695.5,282.0352,QUEST_COMPLETE,0,-1,0,0.2370315,1,0,0,11,7,0,12,0,28.87793,0,0,121.2363,46.38184,0,81.30273,0,0,-1,0.6405968,1,1
49,-529993827,default,TRAIN,15696.6,15840.2,143.6074,CAPTURE,0,-1,0,0.2358463,1,0,0,0,7,2,5,0,0,0,0,0,43.88086,30.22363,28.51758,0,0,-1,0.3613477,1,1
50,-529993827,default,TRAIN,15841.29,16415.08,573.7949,QUEST_COMPLETE,0,-1,0,0.2346671,5,0,0,3,16,12,5,0,167.4531,0,0,55.22852,107.2432,133.9893,50.44336,0,0,-1,0.3613424,1,1
51,-529993827,default,TRAIN,16416.29,16534.64,118.3516,CAPTURE,0,-1,0,0.2334938,2,0,0,4,4,0,0,0,86.18359,0,0,12.67188,4.619141,0,0,0,0,-1,0.9739695,1,1
52,-529993827,default,TRAIN,16535.92,16841.77,305.8535,QUEST_COMPLETE,0,-1,0,0.2323263,1,0,0,15,16,0,2,0,45.05859,0,0,150.5293,90.70508,0,15.125,0,0,-1,0.4585445,1,1
53,-529993827,default,TRAIN,16842.91,17019.28,176.373,CAPTURE,0,-1,0,0.2311647,0,0,0,8,8,0,0,0,0,0,0,77.45313,68.14453,0,0,0,0,-1,0.8941412,1,1
54,-529993827,default,TRAIN,17020.44,17436.29,415.8477,QUEST_COMPLETE,0,-1,0,0.2300089,5,0,0,19,12,0,0,0,203.5898,0,0,146.9082,55.18164,0,0,0,0,-1,0.6495239,1,1
55,-529993827,default,TRAIN,17437.48,17495.82,58.34375,CAPTURE,0,-1,0,0.2288588,1,0,0,7,1,0,0,0,0,0,0,43.13867,1.857422,0,0,0,0,-1,0.494026,1,1
56,-529993827,default,TRAIN,17496.97,17997.62,500.6445,QUEST_COMPLETE,0,-1,0,0.2277145,7,0,0,11,4,3,3,0,251.5117,0,0,142.2422,25.21875,21.5957,25.4707,0,0,-1,0.4545246,1,1
57,-529993827,default,TRAIN,17998.71,18079.62,80.91211,CAPTURE,0,-1,0,0.226576,0,0,0,5,0,0,0,0,0,0,0,63.03906,0,0,0,0,0,-1,1.933812,1,1
58,-529993827,default,TRAIN,18080.74,18366.2,285.4531,CAPTURE,0,-1,0,0.2254431,5,0,0,4,2,0,1,0,173.5703,0,0,47.72656,20.34375,0,5.619141,0,0,-1,1.595857,1,1
59,-529993827,default,TRAIN,18367.27,18485.14,117.8633,CAPTURE,0,-1,0,0.2243159,1,0,0,1,1,2,3,0,42.82031,0,0,15.4082,15.16016,14.4082,13.37891,0,0,-1,1.679402,1,1
60,-529993827,default,TRAIN,18486.35,18803.48,317.1387,CAPTURE,0,-1,0,0.2231943,6,0,0,14,6,3,0,0,179.0508,0,0,86.06055,20.76563,20.20313,0,0,0,-1,0.4444604,1,1
61,-529993827,default,TRAIN,18804.59,19199.34,394.752,QUEST_COMPLETE,0,-1,0,0.2220783,6,0,0,10,7,0,1,0,221.6875,0,0,78.38477,45.25391,0,15.14453,0,0,-1,0.3856564,1,1
62,-529993827,default,TRAIN,19200.44,19746.84,546.4004,QUEST_COMPLETE,0,-1,0,0.2209679,4,0,0,7,24,8,7,0,134.6406,0,0,75.5918,113.1191,110.6934,87.95117,0,0,-1,0.5255557,1,1
63,-529993827,default,TRAIN,19747.95,20129.49,381.541,CAPTURE,0,-1,0,0.2198631,3,0,0,21,13,1,2,0,122.625,0,0,76.58984,86.3457,13.57813,27.79688,0,0,-1,0.517252,1,1
64,-529993827,default,TRAIN,20130.71,20212.42,81.71289,CAPTURE,0,-1,0,0.2187638,2,0,0,0,3,0,0,0,45.18359,0,0,0,0.9316406,0,0,0,0,-1,0.7825739,1,1
65,-529993827,default,TRAIN,20213.48,20484.33,270.8574,CAPTURE,0,-1,0,0.2176699,5,0,0,2,11,0,0,0,136.4355,0,0,4.173828,118.0195,0,0,0,0,-1,0.8871865,1,1
66,-529993827,default,TRAIN,20485.48,21006.33,520.8535,QUEST_COMPLETE,0,-1,0,0.2165816,7,0,0,8,14,3,22,0,214.0449,0,0,105.5371,19.5,41.73438,121.9883,0,0,-1,0.2940013,1,1
67,-529993827,default,TRAIN,21007.38,21183.26,175.877,CAPTURE,0,-1,0,0.2154987,3,0,0,0,9,0,0,0,115.207,0,0,0,33.74805,0,0,0,0,-1,0.9773966,1,1
68,-529993827,default,TRAIN,21184.38,21251.86,67.48242,CAPTURE,0,-1,0,0.2144212,1,0,0,0,1,0,0,0,0,0,0,0,10.98828,0,0,0,0,-1,1.097762,1,1
69,-529993827,default,TRAIN,21252.95,21349.47,96.52344,CAPTURE,0,-1,0,0.2133491,0,0,0,4,3,2,0,0,0,0,0,65.04102,0.5703125,14.2168,0,0,0,-1,1.677335,1,1
70,-529993827,default,TRAIN,21350.53,21827.1,476.5781,QUEST_COMPLETE,0,-1,0,0.2122823,6,0,0,17,24,2,4,0,270.6094,0,0,111.4121,36.12109,27.32617,19.16406,0,0,-1,0.5281432,1,1
71,-529993827,default,TRAIN,21828.15,22355.11,526.9668,QUEST_COMPLETE,0,-1,0,0.2112209,2,0,0,18,17,8,11,0,42.61133,0,0,216.7129,59.62891,81.83594,94.23438,0,0,-1,0.4651431,1,1
72,-529993827,default,TRAIN,22356.27,22466.31,110.0371,CAPTURE,0,-1,0,0.2101648,1,0,0,0,3,0,0,0,0,0,0,0,34.25195,0,0,0,0,-1,0.2991917,1,1
73,-529993827,default,TRAIN,22467.31,22938.72,471.4102,QUEST_COMPLETE,0,-1,0,0.209114,7,0,0,25,31,0,0,0,238.7402,0,0,159.8984,51.40625,0,0,0,0,-1,0.3692877,1,1
74,-529993827,default,TRAIN,22939.84,23059.86,120.0137,CAPTURE,0,-1,0,0.2080684,1,0,0,3,3,0,1,0,1.068359,0,0,47.93359,34.48828,0,0,0,0,-1,0.9969639,1,1
75,-529993827,default,TRAIN,23060.92,23758.26,697.3379,QUEST_COMPLETE,0,-1,0,0.2070281,11,1,0,13,14,4,2,0,373.1289,4.853516,0,116.2793,111.8828,51.32227,15.52344,0,0,-1,0.4140632,1,1
76,-529993827,default,TRAIN,23759.28,23855.21,95.92188,CAPTURE,0,-1,0,0.205993,1,0,0,4,5,0,0,0,45.17969,0,0,16.12891,10.81641,0,0,0,0,-1,1.202708,1,1
77,-529993827,default,TRAIN,23856.29,23954.21,97.92383,CAPTURE,0,-1,0,0.204963,1,0,0,7,0,0,0,0,39.1582,0,0,9.207031,0,0,0,0,0,-1,1.231877,1,1
78,-529993827,default,TRAIN,23955.43,24325.58,370.1582,QUEST_COMPLETE,0,-1,0,0.2039382,4,0,0,11,8,0,3,0,119.4219,0,0,102.9043,77.19531,0,32.75781,0,0,-1,0.4203022,1,1
79,-529993827,default,TRAIN,24326.62,24975.54,648.9121,QUEST_COMPLETE,0,-1,0,0.2029185,4,0,0,13,26,8,8,0,118.9707,0,0,196.1543,151.4219,88.39648,55.3125,0,0,-1,0.3957078,1,1
80,-529993827,default,TRAIN,24976.6,25091.82,115.2227,CAPTURE,0,-1,0,0.2019039,2,0,0,1,4,0,0,0,83.98047,0,0,0,1.162109,0,0,0,0,-1,1.735762,1,1
81,-529993827,default,TRAIN,25093,25486.22,393.2129,QUEST_COMPLETE,0,-1,0,0.2008944,6,2,0,5,4,5,2,0,192.1113,6.015625,0,71.5293,28.5957,43.78711,28.86328,0,0,-1,0.4279339,1,1
82,-529993827,default,TRAIN,25487.23,25943.79,456.5645,QUEST_COMPLETE,0,-1,0,0.1998899,4,1,0,7,5,5,6,0,169.0801,4.962891,0,93.94336,39.84766,67.17578,51.49609,0,0,-1,0.5073593,1,1
83,-529993827,default,TRAIN,25944.96,25981.66,36.69922,CAPTURE,0,-1,0,0.1988904,1,0,0,0,2,0,0,0,0,0,0,0,28.67773,0,0,0,0,-1,0.5272576,1,1
84,-529993827,default,TRAIN,25982.74,26162.4,179.6621,CAPTURE,0,-1,0,0.197896,1,0,0,4,7,0,1,0,45.06836,0,0,40.3418,30.14258,0,15.05273,0,0,-1,1.113482,1,1
85,-529993827,default,TRAIN,26163.54,26464.16,300.6152,QUEST_COMPLETE,0,-1,0,0.1969065,7,1,0,6,3,0,3,0,179.8711,4.652344,0,73.41016,0.875,0,24.26563,0,0,-1,0.7903982,1,1
86,-529993827,default,TRAIN,26465.18,26799.66,334.4863,QUEST_COMPLETE,0,-1,0,0.195922,5,0,0,6,5,0,1,0,199.2559,0,0,88.7168,1.447266,0,5.910156,0,0,-1,0.6415489,1,1
87,-529993827,default,TRAIN,26800.72,27121.74,321.0234,CAPTURE,0,-1,0,0.1949424,5,0,0,3,2,0,11,0,180.4961,0,0,38.6582,13.57813,0,71.23633,0,0,-1,0.3863265,1,1
88,-529993827,default,TRAIN,27122.77,27234.48,111.7129,CAPTURE,0,-1,0,0.1939677,1,0,0,3,0,0,0,0,0,0,0,33.22461,0,0,0,0,0,-1,0.1756756,1,1
89,-529993827,default,TRAIN,27235.52,27393.78,158.2637,CAPTURE,0,-1,0,0.1929978,1,0,0,7,4,0,0,0,45.14258,0,0,101.3203,5.650391,0,0,0,0,-1,1.083629,1,1
90,-529993827,default,TRAIN,27394.9,27536.45,141.5527,CAPTURE,0,-1,0,0.1920328,1,0,0,0,7,0,0,0,42.16406,0,0,0,41.88086,0,0,0,0,-1,1.191124,1,1
91,-529993827,default,TRAIN,27537.54,27897.94,360.3945,QUEST_COMPLETE,0,-1,0,0.1910727,6,0,0,0,7,3,3,0,258.2207,0,0,0,61.55078,27,9.923828,0,0,-1,0.6912038,1,1
92,-529993827,default,TRAIN,27899.08,28704.89,805.8047,QUEST_COMPLETE,0,-1,0,0.1901173,7,0,0,25,7,8,7,0,309.4336,0,0,287.2129,54.70508,81.50391,50.72461,0,0,-1,0.3743316,1,1
93,-529993827,default,TRAIN,28706.08,28731.44,25.36328,CAPTURE,0,-1,0,0.1891667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5.799824,1,1
94,-529993827,default,TRAIN,28732.59,29142.42,409.834,CAPTURE,0,-1,0,0.1882209,4,0,0,9,29,0,8,0,148.5,0,0,107.3809,56.60742,0,41.42578,0,0,-1,0.768589,1,1
95,-529993827,default,TRAIN,29143.45,30019.18,875.7246,CAPTURE,0,-1,0,0.1872798,4,2,0,25,49,21,6,0,144.2539,10.02344,0,288.6855,137.7871,207.2344,76.99609,0,0,-1,0.4104426,1,1
96,-529993827,default,TRAIN,30020.39,30142.05,121.6582,CAPTURE,0,-1,0,0.1863434,2,0,0,2,10,0,0,0,86.92578,0,0,2.896484,15.84961,0,0,0,0,-1,0.9480648,1,1
97,-529993827,default,TRAIN,30143.14,30708.53,565.3848,QUEST_COMPLETE,0,-1,0,0.1854117,8,1,0,19,5,0,13,0,266.7676,5.003906,0,167.8008,47.69922,0,62.70508,0,0,-1,0.5498424,1,1
98,-529993827,default,TRAIN,30709.66,30929.15,219.4863,CAPTURE,0,-1,0,0.1844846,1,0,0,7,16,0,0,0,0,0,0,76.35352,86.17773,0,0,0,0,-1,0.467485,1,1
99,-529993827,default,TRAIN,30930.26,31200.44,270.1758,CAPTURE,0,-1,0,0.1835622,2,0,0,8,2,0,0,0,90.42188,0,0,112.7402,25.78711,0,0,0,0,-1,0.9409977,1,1
100,-529993827,default,TRAIN,31201.52,31786.02,584.5,CAPTURE,0,-1,0,0.1826444,9,1,0,21,11,1,0,0,314.2422,5.113281,0,189.5156,20.23633,12.88086,0,0,0,-1,0.4184626,1,1
101,-529993827,default,TRAIN,31787.11,32198.49,411.3848,QUEST_COMPLETE,0,-1,0,0.1817312,2,0,0,16,20,0,1,0,90.94727,0,0,100.5723,191.7363,0,13.80273,0,0,-1,0.4090358,1,1
102,-529993827,default,TRAIN,32199.54,32582.45,382.9063,CAPTURE,0,-1,0,0.1808225,2,1,0,20,20,4,7,0,44.22656,5.044922,0,164.3613,50.19922,58.01172,51.68164,0,0,-1,0.5019829,1,1
103,-529993827,default,TRAIN,32583.66,33006.07,422.4082,QUEST_COMPLETE,0,-1,0,0.1799184,2,0,0,19,9,0,15,0,90.24609,0,0,195.2754,28.37891,0,80.40625,0,0,-1,0.4838739,1,1
104,-529993827,default,TRAIN,33007.18,33439.71,432.5273,QUEST_COMPLETE,0,-1,0,0.1790188,3,0,0,19,3,3,7,0,119.1406,0,0,198.5859,16.50781,25.06641,60.8125,0,0,-1,0.4455632,1,1
105,-529993827,default,TRAIN,33440.84,33529.68,88.83984,CAPTURE,0,-1,0,0.1781237,2,0,0,4,0,0,0,0,45.05078,0,0,36.63672,0,0,0,0,0,-1,0.4158443,1,1
106,-529993827,default,TRAIN,33530.75,34299.87,769.125,QUEST_COMPLETE,0,-1,0,0.1772331,11,0,0,26,10,2,9,0,426.3984,0,0,192.7852,32.61328,23.86328,53.89453,0,0,-1,0.4014974,1,1
107,-529993827,default,TRAIN,34300.91,34609.87,308.957,QUEST_COMPLETE,0,-1,0,0.1763469,6,0,0,2,2,0,9,0,216.6367,0,0,17.30469,0.59375,0,38.94141,0,0,-1,0.4052958,1,1
108,-529993827,default,TRAIN,34610.92,35077.49,466.5664,CAPTURE,0,-1,0,0.1754652,6,0,0,7,18,0,2,0,221.5078,0,0,110.875,99.09375,0,21.64453,0,0,-1,0.3381457,1,1
109,-529993827,default,TRAIN,35078.58,35378.85,300.2695,CAPTURE,0,-1,0,0.1745879,4,1,0,4,10,2,2,0,165.2891,4.933594,0,55.14063,15.72656,14.50781,8.804688,0,0,-1,0.6990823,1,1
110,-529993827,default,TRAIN,35380.09,35404.37,24.28516,CAPTURE,0,-1,0,0.1737149,1,0,0,1,0,0,0,0,0,0,0,7.839844,0,0,0,0,0,-1,1.103121,1,1
111,-529993827,default,TRAIN,35405.38,35921.96,516.5898,QUEST_COMPLETE,0,-1,0,0.1728464,9,0,0,4,11,0,2,0,325.8867,0,0,48.31641,89.64453,0,21.75,0,0,-1,0.3367726,1,1
112,-529993827,default,TRAIN,35923.12,36033.61,110.4922,CAPTURE,0,-1,0,0.1719821,1,0,0,3,0,0,1,0,38.47266,0,0,39.3125,0,0,15.14453,0,0,-1,1.797809,1,1
113,-529993827,default,TRAIN,36034.74,36097.9,63.15625,CAPTURE,0,-1,0,0.1711222,1,0,0,1,0,0,0,0,0,0,0,13.48047,0,0,0,0,0,-1,2.007352,1,1
114,-529993827,default,TRAIN,36099.01,36366.66,267.6563,QUEST_COMPLETE,0,-1,0,0.1702666,3,0,0,7,2,6,2,0,103.4922,0,0,102.9609,13.11719,20.70313,11.54688,0,0,-1,0.4348917,1,1
115,-529993827,default,TRAIN,36367.76,37076.52,708.7617,QUEST_COMPLETE,0,-1,0,0.1694153,7,0,0,23,8,8,7,0,232.1367,0,0,184.3828,71.81641,104.6172,81.38672,0,0,-1,0.4628785,1,1
116,-529993827,default,TRAIN,37077.63,37153.95,76.32422,CAPTURE,0,-1,0,0.1685682,2,0,0,7,0,0,0,0,39.09375,0,0,10.41406,0,0,0,0,0,-1,0.2408775,1,1
117,-529993827,default,TRAIN,37155.09,37535.64,380.5508,CAPTURE,0,-1,0,0.1677254,9,0,0,0,4,0,0,0,324.1094,0,0,0,1.191406,0,0,0,0,-1,0.3162746,1,1
118,-529993827,default,TRAIN,37536.9,37879.77,342.8633,QUEST_COMPLETE,0,-1,0,0.1668867,6,0,0,1,11,0,0,0,206.5273,0,0,7.664063,79.82031,0,0,0,0,-1,0.3182963,1,1
119,-529993827,default,TRAIN,37880.85,37967.66,86.8125,CAPTURE,0,-1,0,0.1660523,1,0,0,0,2,0,0,0,0,0,0,0,4.945313,0,0,0,0,-1,0.4654175,1,1
120,-529993827,default,TRAIN,37968.72,38351.73,383.0156,QUEST_COMPLETE,0,-1,0,0.165222,5,0,0,5,10,0,1,0,174.6563,0,0,63.67578,72.66797,0,11.25391,0,0,-1,0.3717334,1,1
121,-529993827,default,TRAIN,38352.87,38420.24,67.36719,CAPTURE,0,-1,0,0.1643959,1,0,0,0,2,0,0,0,43.70313,0,0,0,4.277344,0,0,0,0,-1,1.175715,1,1
122,-529993827,default,TRAIN,38421.53,38478.82,57.28906,CAPTURE,0,-1,0,0.163574,1,1,0,0,1,1,1,0,13.28125,5.0625,0,0,13.65625,11.89844,0,0,0,-1,1.953316,1,1
123,-529993827,default,TRAIN,38479.9,38562.73,82.82422,CAPTURE,0,-1,0,0.1627561,1,0,0,0,4,0,0,0,45.00781,0,0,0,24.96094,0,0,0,0,-1,1.21049,1,1
124,-529993827,default,TRAIN,38563.82,38646.46,82.64063,CAPTURE,0,-1,0,0.1619423,2,0,0,3,2,0,0,0,39.21875,0,0,4.304688,0.625,0,0,0,0,-1,0.4364722,1,1
