Time,DecisionType,Winner,WinnerScore,CandidateCount,Top5Candidates
164517,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
164526,8,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
164535,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
164543,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
164582,2,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
164749,0,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164753,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164758,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164763,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164767,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164772,4,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164822,0,Patrol,HUB,0,591,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R1(0,58)|
164836,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
164853,6,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
164915,1,Patrol,R5,0,593,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164919,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164924,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164929,1,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164934,4,Patrol,R5,0,590,10,R5(0,59)|R6(0,58)|HUB(0,58)|R4(0,57)|R7(0,57)|
164939,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164943,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
164948,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
165609,9,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
165632,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
165642,8,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
165659,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
165668,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
165677,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
165686,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
165911,2,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
166560,2,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
167192,1,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
167215,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167224,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167233,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167242,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167250,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167260,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167269,8,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
167444,8,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
167714,0,Patrol,C1,0,586,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
167862,4,Patrol,R7,0,595,10,R7(0,60)|R4(0,59)|R2(0,58)|EXIT(0,58)|HUB(0,58)|
167997,2,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
168027,9,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
168974,1,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
168978,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
168983,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
168987,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
168992,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
168996,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
169001,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
169006,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
169040,5,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
169054,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
169351,9,Patrol,R7,0,595,10,R7(0,60)|R4(0,59)|R2(0,59)|HUB(0,58)|EXIT(0,58)|
169924,5,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
169941,3,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
170119,0,Patrol,C1,0,586,10,C1(0,59)|HUB(0,59)|R7(0,58)|R2(0,58)|R1(0,58)|
170135,9,Patrol,R3,0,587,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
170174,7,Patrol,HUB,0,588,10,HUB(0,59)|R7(0,59)|R4(0,58)|R2(0,58)|R5(0,58)|
170201,2,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
170230,0,Patrol,R5,0,589,10,R5(0,59)|R6(0,58)|HUB(0,58)|R4(0,58)|R7(0,58)|
170528,9,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170533,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170537,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170542,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170546,4,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170614,8,Patrol,R5,0,593,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170619,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170623,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170627,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
170647,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
170649,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
170650,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
170699,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
170724,0,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
170732,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171032,3,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
171033,8,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
171102,6,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
171117,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171199,5,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
171214,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171222,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171231,0,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171239,2,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171248,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171258,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171267,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
171357,8,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
171552,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171554,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171555,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171557,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171558,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171559,9,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171561,3,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171562,8,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
171564,2,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
172194,4,Patrol,HUB,0,587,10,HUB(0,59)|C1(0,58)|R7(0,58)|R2(0,58)|R1(0,58)|
172266,7,Patrol,R4,0,592,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
172272,0,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172279,0,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172285,6,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172292,2,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172298,9,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172305,3,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
172335,9,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
172454,9,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
172593,4,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
172616,1,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
172625,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
172634,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
172643,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
172652,7,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
172661,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173135,7,Patrol,R2,0,587,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
173158,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173163,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173167,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173172,0,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173176,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173181,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
173333,0,Patrol,HUB,0,591,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|
173347,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
173415,1,Patrol,R7,0,606,10,R7(0,61)|R2(0,58)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173422,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173431,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173440,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173449,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173458,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173473,0,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
173495,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
173631,0,Patrol,R1,0,590,10,R1(0,59)|R3(0,58)|HUB(0,58)|R5(0,57)|C1(0,57)|
173637,5,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
173641,1,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
173644,8,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
173680,0,Patrol,R1,0,590,10,R1(0,59)|R3(0,58)|HUB(0,58)|R5(0,57)|C1(0,57)|
173686,5,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
173692,1,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
173912,1,Patrol,R4,0,593,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
173917,4,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
173924,2,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R6(0,58)|R5(0,58)|
173930,6,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
173937,4,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
173944,0,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
173950,7,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
173957,1,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R6(0,58)|R5(0,58)|
173994,5,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
174140,5,Patrol,R5,0,588,10,R5(0,59)|R6(0,58)|HUB(0,58)|R4(0,58)|R7(0,58)|
174489,8,Patrol,C1,0,587,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
174491,4,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174492,9,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174494,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174496,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174497,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174499,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174500,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174502,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174548,9,Patrol,R2,0,587,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
174643,5,Patrol,C1,0,585,10,C1(0,58)|HUB(0,58)|R2(0,58)|R7(0,58)|R1(0,58)|
174645,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174647,4,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174648,7,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
174669,2,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
174675,7,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
174682,3,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
174702,1,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
174706,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
174711,0,Patrol,R5,0,591,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
174736,2,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
174981,5,Patrol,R2,0,585,10,R2(0,58)|R7(0,58)|C1(0,58)|HUB(0,58)|R1(0,58)|
175139,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
175140,5,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
175142,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
175356,5,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
175486,1,Patrol,HUB,0,589,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R1(0,58)|
175501,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
175518,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
175534,4,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
175640,8,Patrol,HUB,0,593,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
175653,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
175771,0,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
176213,7,Patrol,C1,0,586,10,C1(0,59)|HUB(0,59)|R1(0,58)|R7(0,58)|R2(0,58)|
176215,3,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176217,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176219,0,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176220,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176221,8,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176223,3,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176224,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176226,2,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
176272,6,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
176281,0,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
176297,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
176306,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
176554,3,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
177298,2,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
179033,2,Patrol,HUB,0,593,10,HUB(0,59)|R7(0,58)|R5(0,58)|R2(0,58)|R4(0,58)|
179046,9,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
179055,5,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
179729,1,Patrol,R7,0,600,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
179769,4,Patrol,HUB,0,587,10,HUB(0,59)|R1(0,59)|R3(0,58)|R5(0,58)|C1(0,57)|
180054,1,Patrol,R4,0,592,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
180106,1,Patrol,HUB,0,592,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
180120,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
180137,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
180154,2,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
180170,5,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
180187,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
180204,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
180220,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
180251,8,Patrol,R7,0,592,10,R7(0,59)|R4(0,59)|R2(0,59)|HUB(0,58)|EXIT(0,58)|
180269,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180278,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180287,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180296,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180305,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180314,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180323,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
180732,1,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
180745,4,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
180865,7,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
180867,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
180868,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
181069,2,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
